H,H,H,H,H,H,H,H
6.876,7.933,7.304,1.188,0.0,0.0,0.0,0.0
0.0,6.808,1.53,7.304,0.0,0.0,0.0,0.0
0.0,0.0,6.816,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.837,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.341,-14.0,4.449,4.449
0.0,0.0,0.0,0.0,0.0,3.341,4.449,4.449
0.0,0.0,0.0,0.0,0.0,0.0,4.255,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.255
