H,H,H,H,H,H,H
3.085,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,3.085,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,3.085,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.432,1.5,8.622,0.0
0.0,0.0,0.0,0.0,7.432,0.0,8.622
0.0,0.0,0.0,0.0,0.0,7.25,1.5
0.0,0.0,0.0,0.0,0.0,0.0,7.25
