H,H,H,H,H,H,H,H,H,H,H,H,H
0.937,-14.0,-14.0,8.049,8.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.937,-14.0,8.049,8.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.937,8.049,8.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.446,-14.0,7.586,7.586,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.446,7.586,7.586,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.741,-14.0,0.0,0.0,0.0,0.0,7.084,7.084
0.0,0.0,0.0,0.0,0.0,0.0,1.741,0.0,0.0,0.0,0.0,7.084,7.084
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.932,1.5,8.941,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.932,0.0,8.941,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.318,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.318
