H,H,H,H,H,H,H,H,H,H,H
1.092,-14.0,-14.0,7.702,7.702,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.092,-14.0,7.702,7.702,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.092,7.702,7.702,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.274,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.274,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.024,-14.0,8.659,8.659,7.659,7.659
0.0,0.0,0.0,0.0,0.0,0.0,2.024,8.659,8.659,7.659,7.659
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.415,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.415,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.507,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.507
