H,H,H,H,H
7.272,7.952,0.0,0.0,0.0
0.0,7.108,0.0,0.0,2.01
0.0,0.0,3.272,15.9,0.0
0.0,0.0,0.0,3.275,0.0
0.0,0.0,0.0,0.0,7.059
