H,H,H,H,H,H,H,H,H,H,H
2.356,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.356,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.895,-14.0,6.618,6.618,0.0,0.0,5.784,5.784
0.0,0.0,0.0,0.0,1.895,6.618,6.618,0.0,0.0,5.784,5.784
0.0,0.0,0.0,0.0,0.0,2.749,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.749,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.469,8.205,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.534,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.423,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.423
