H,H,H,H,H
2.289,-14.0,-14.0,0.0,0.0
0.0,2.289,-14.0,0.0,0.0
0.0,0.0,2.289,0.0,0.0
0.0,0.0,0.0,7.059,2.1
0.0,0.0,0.0,0.0,8.267
