H,H,H,H,H,H
7.341,1.5,8.911,0.0,0.0,0.0
0.0,7.341,0.0,8.911,0.0,0.0
0.0,0.0,7.464,1.5,0.0,0.0
0.0,0.0,0.0,7.464,0.0,0.0
0.0,0.0,0.0,0.0,4.273,11.11
0.0,0.0,0.0,0.0,0.0,4.272
