H,H,H,H,H,H,H,H
2.679,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,2.679,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.679,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.656,8.361,8.361,0.0,0.0
0.0,0.0,0.0,0.0,7.602,1.5,8.361,0.0
0.0,0.0,0.0,0.0,0.0,7.602,0.0,8.361
0.0,0.0,0.0,0.0,0.0,0.0,7.962,1.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.962
