H,H,H,H,H
8.254,9.219,2.079,0.0,0.0
0.0,7.021,0.0,0.0,0.0
0.0,0.0,8.649,0.0,0.0
0.0,0.0,0.0,4.917,13.44
0.0,0.0,0.0,0.0,4.919
