H,H,H,H,H,H,H,H,H
4.039,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.039,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.039,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.895,6.836,8.461,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.945,0.0,8.461,0.0,0.0
0.0,0.0,0.0,0.0,0.0,8.144,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.236,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.441,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.715
