H,H,H,H,H,H,H
3.871,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,3.871,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,3.871,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.071,8.654,8.244,0.0
0.0,0.0,0.0,0.0,7.415,0.0,8.244
0.0,0.0,0.0,0.0,0.0,7.297,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.172
