H,H,H,H,H,H,H,H,H,H,H,H
7.368,7.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.167,7.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.275,8.487,4.54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.049,-13.001,5.856,9.222,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.158,9.222,5.856,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.346,-13.675,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.322,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.941,-12.4,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.941,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.372
