H,H,H,H,H,H
7.441,7.635,8.341,1.559,0.0,0.0
0.0,7.431,1.559,8.341,0.0,0.0
0.0,0.0,7.695,0.0,0.0,0.0
0.0,0.0,0.0,7.652,0.0,0.0
0.0,0.0,0.0,0.0,4.184,12.19
0.0,0.0,0.0,0.0,0.0,4.218
