H,H,H,H,H,H,H,H,H,H,H
1.886,-14.9,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.886,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.285,6.749,6.749,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.369,-12.999,5.267,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.369,5.267,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.464,3.802,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.017,4.988,3.375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.762,-12.361
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.835
