H,H,H,H,H,H,H,H,H,H,H
7.131,6.876,1.481,1.481,8.151,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.231,7.5,0.0,1.481,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.156,1.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.156,7.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.231,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.633,-12.4,7.69,7.69,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.633,7.69,7.69,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.895,-12.4,7.279,7.279
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.895,7.279,7.279
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.258,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.258
