H,H,H,H,H,H,H,H,H,H,H,H,H
2.05,-14.0,6.5,6.5,0.0,0.0,7.33,7.33,0.0,0.0,0.0,0.0,0.0
0.0,2.05,6.5,6.5,0.0,0.0,7.33,7.33,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.05,-14.0,0.0,0.0,0.0,0.0,7.33,7.33,0.0,0.0,0.0
0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,7.33,7.33,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.815,7.95,0.0,0.0,0.0,0.0,3.09,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.479,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.479,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.479,-14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.479,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.847,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.516,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.516
