H,H,H,H,H
2.329,-15.94,8.839,6.236,0.0
0.0,2.349,6.802,8.92,0.0
0.0,0.0,2.119,-14.868,4.733
0.0,0.0,0.0,2.05,7.229
0.0,0.0,0.0,0.0,3.748
