H,H,H,H,H
2.115,-14.356,6.519,8.381,7.482
0.0,2.168,8.625,6.32,5.344
0.0,0.0,2.624,-13.399,0.0
0.0,0.0,0.0,2.665,0.0
0.0,0.0,0.0,0.0,3.869
