H,H,H,H,H,H,H
2.358,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,2.358,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,2.358,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.432,-14.0,-14.0,0.0
0.0,0.0,0.0,0.0,2.432,-14.0,0.0
0.0,0.0,0.0,0.0,0.0,2.432,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.424
