H,H,H,H,H,H,H,H,H,H,H,H,H,H
7.135,8.631,0.0,0.0,0.0,0.0,7.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.416,0.0,0.0,0.0,0.0,0.0,7.818,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.957,-14.0,6.32,6.32,0.0,0.0,6.87,6.87,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.957,6.32,6.32,0.0,0.0,6.87,6.87,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.957,-14.0,0.0,0.0,0.0,0.0,6.87,6.87,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.957,0.0,0.0,0.0,0.0,6.87,6.87,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.313,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.299,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.299
