H,H,H,H,H,H,H,H,H,H,H,H
1.828,-14.0,7.929,7.929,0.0,0.0,0.0,0.0,7.006,7.006,0.0,0.0
0.0,1.828,7.929,7.929,0.0,0.0,0.0,0.0,7.006,7.006,0.0,0.0
0.0,0.0,2.344,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.309,1.5,8.176,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.309,0.0,8.176,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.114,1.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.114,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.583,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.583,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.345,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.345
