H,H,H,H,H
7.36,7.007,1.195,8.117,0.0
0.0,7.641,9.217,1.638,0.0
0.0,0.0,7.558,0.1,0.0
0.0,0.0,0.0,7.933,0.0
0.0,0.0,0.0,0.0,6.676
