H,H,H,H,H,H,H,H,H,H,H,H
3.397,-12.4,3.295,6.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.397,6.429,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.923,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.397,-12.4,3.295,6.472,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.397,6.429,5.22,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.923,-12.4,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.923,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.397,-12.4,3.295,6.472
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.397,6.429,5.22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.923,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.923
