H,H,H,H,H,H,H,H,H,H
2.324,0.0,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.347,-12.4,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.347,-12.4,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.347,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.349,7.847,7.95,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.179,1.33,1.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.942,1.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.989
