H,H,H,H,H,H
3.985,-14.0,-14.0,0.0,0.0,0.0
0.0,3.985,-14.0,0.0,0.0,0.0
0.0,0.0,3.985,0.0,0.0,0.0
0.0,0.0,0.0,8.227,9.684,2.84
0.0,0.0,0.0,0.0,6.945,0.0
0.0,0.0,0.0,0.0,0.0,8.659
