H,H,H,H,H
7.303,4.546,4.853,0.0,0.0
0.0,7.879,1.528,0.0,0.0
0.0,0.0,8.054,0.0,0.0
0.0,0.0,0.0,4.626,16.82
0.0,0.0,0.0,0.0,4.631
