H,H,H,H,H
2.844,-11.392,4.998,0.0,0.0
0.0,2.854,5.871,0.0,0.0
0.0,0.0,2.588,4.016,2.377
0.0,0.0,0.0,2.111,-4.957
0.0,0.0,0.0,0.0,1.894
