H,H,H,H,H,H,H
7.266,5.264,4.272,0.0,0.0,0.0,0.0
0.0,7.708,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.98,0.0,0.0,0.0,0.0
0.0,0.0,0.0,8.749,1.5,0.0,0.0
0.0,0.0,0.0,0.0,8.749,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.089,11.11
0.0,0.0,0.0,0.0,0.0,0.0,4.081
