H,H,H,H,H,H,H,H
2.612,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,2.612,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.612,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.634,-14.0,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,2.634,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.634,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.573,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.573
