H,H,H,H,H,H,H,H,H,H,H,H,H,H
1.589,-14.0,6.223,6.223,6.223,6.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.589,6.223,6.223,6.223,6.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.699,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.585,5.585,0.0,0.0
0.0,0.0,0.0,1.699,0.0,0.0,0.0,0.0,0.0,0.0,5.585,5.585,0.0,0.0
0.0,0.0,0.0,0.0,1.699,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.585,5.585
0.0,0.0,0.0,0.0,0.0,1.699,0.0,0.0,0.0,0.0,0.0,0.0,5.585,5.585
0.0,0.0,0.0,0.0,0.0,0.0,7.818,1.5,8.657,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818,0.0,8.657,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.128,1.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.128,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214
