H,H,H,H,H,H
7.809,1.5,8.672,0.0,0.0,0.0
0.0,7.809,0.0,8.672,0.0,0.0
0.0,0.0,7.496,1.5,0.0,0.0
0.0,0.0,0.0,7.496,0.0,0.0
0.0,0.0,0.0,0.0,7.075,4.029
0.0,0.0,0.0,0.0,0.0,6.909
