H,H,H,H,H,H
2.1,-14.0,-14.0,0.0,0.0,0.0
0.0,2.1,-14.0,0.0,0.0,0.0
0.0,0.0,2.1,0.0,0.0,0.0
0.0,0.0,0.0,6.515,7.26,6.955
0.0,0.0,0.0,0.0,7.403,0.0
0.0,0.0,0.0,0.0,0.0,7.602
