H,H,H,H,H
7.189,4.63,4.63,0.0,0.0
0.0,7.453,0.0,0.0,0.0
0.0,0.0,7.643,0.0,0.0
0.0,0.0,0.0,3.524,-21.384
0.0,0.0,0.0,0.0,3.984
