H,H,H,H,H,H,H,H,H,H,H,H,H
2.773,-13.193,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.996,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.599,7.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.434,4.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.347,9.008,6.415,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.588,-14.424,8.23,6.904,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.72,7.412,7.623,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.407,-12.399,8.783,8.082,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.406,7.209,6.87,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.595,-14.246,7.162,14.391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.594,1.222,7.836
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.184,-14.261
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.185
