H,H,H,H,H,H
3.651,-11.586,6.364,0.0,0.0,0.0
0.0,3.812,3.393,0.0,0.0,0.0
0.0,0.0,3.756,6.804,0.0,0.0
0.0,0.0,0.0,3.75,3.673,0.0
0.0,0.0,0.0,0.0,4.02,3.242
0.0,0.0,0.0,0.0,0.0,4.116
