H,H,H,H,H,H,H,H,H,H,H
0.871,-14.0,-14.0,8.03,8.03,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.871,-14.0,8.03,8.03,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.871,8.03,8.03,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.278,-14.0,6.78,6.78,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.278,6.78,6.78,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.63,-14.0,8.195,8.195,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.63,8.195,8.195,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.655,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.655,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.537,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.537
