H,H,H,H,H,H,H,H,H,H,H
1.399,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.621
0.0,1.399,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.621
0.0,0.0,1.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.621
0.0,0.0,0.0,1.399,-14.0,-14.0,0.0,0.0,0.0,0.0,7.621
0.0,0.0,0.0,0.0,1.399,-14.0,0.0,0.0,0.0,0.0,7.621
0.0,0.0,0.0,0.0,0.0,1.399,0.0,0.0,0.0,0.0,7.621
0.0,0.0,0.0,0.0,0.0,0.0,7.609,7.0,8.549,1.454,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.609,1.454,8.549,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.325,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.325,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278
