H,H,H,H,H
7.313,8.463,8.039,0.0,0.0
0.0,7.288,1.34,0.0,0.0
0.0,0.0,7.082,0.0,0.0
0.0,0.0,0.0,4.331,-14.0
0.0,0.0,0.0,0.0,4.331
