H,H,H,H,H
2.221,-14.864,7.839,4.071,6.094
0.0,2.252,4.187,7.678,5.611
0.0,0.0,4.027,-10.024,0.0
0.0,0.0,0.0,4.054,0.0
0.0,0.0,0.0,0.0,3.867
