H,H,H,H,H,H,H,H,H,H,H,H,H
7.067,4.965,0.0,0.0,0.0,0.0,4.622,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.447,0.0,0.0,0.0,0.0,1.617,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.276,10.81,0.0,0.0,0.0,7.944,3.102,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.276,0.0,0.0,0.0,3.102,7.944,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.276,10.81,0.0,0.0,0.0,7.944,3.102,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.276,0.0,0.0,0.0,3.102,7.944,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.095,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.107,15.3,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.107,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.107,15.3,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.107,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.988,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.988
