H,H,H,H,H,H,H,H,H,H,H,H
3.736,-11.5,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.736,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.651,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.557,2.003,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.729,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.487,-12.4,9.002,2.08,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.487,10.126,8.864,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.666,-12.4,5.579,10.753
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.666,2.285,5.599
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.416,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.416
