H,H,H,H,H,H,H
2.374,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,2.374,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,2.374,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.298,1.5,7.409,0.0
0.0,0.0,0.0,0.0,7.298,0.0,7.409
0.0,0.0,0.0,0.0,0.0,7.764,1.5
0.0,0.0,0.0,0.0,0.0,0.0,7.764
