H,H,H,H,H,H,H,H,H,H,H
3.851,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.851,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.978,8.077,8.077,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.273,0.0,8.077,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.043,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.238,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.428,-14.0,8.775,8.775
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.428,8.775,8.775
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.851,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.851
