H,H,H,H,H,H,H,H
2.175,-14.0,6.809,6.809,6.809,6.809,0.0,0.0
0.0,2.175,6.809,6.809,6.809,6.809,0.0,0.0
0.0,0.0,2.545,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.545,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.916,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.916,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.674,1.92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.497
