ppm,val
-1.204529,0.002288
-1.204162,0.002107
-1.203796,0.001975
-1.203429,0.001895
-1.203062,0.001862
-1.202696,0.001863
-1.202329,0.001884
-1.201962,0.001914
-1.201596,0.001945
-1.201229,0.001973
-1.200862,0.001992
-1.200496,0.002002
-1.200129,0.002003
-1.199762,0.002000
-1.199396,0.001997
-1.199029,0.001992
-1.198662,0.001981
-1.198296,0.001961
-1.197929,0.001934
-1.197562,0.001904
-1.197196,0.001876
-1.196829,0.001853
-1.196462,0.001833
-1.196096,0.001812
-1.195729,0.001790
-1.195362,0.001767
-1.194995,0.001745
-1.194629,0.001722
-1.194262,0.001698
-1.193895,0.001673
-1.193529,0.001645
-1.193162,0.001614
-1.192795,0.001578
-1.192429,0.001539
-1.192062,0.001497
-1.191695,0.001452
-1.191329,0.001407
-1.190962,0.001364
-1.190595,0.001324
-1.190229,0.001291
-1.189862,0.001268
-1.189495,0.001259
-1.189129,0.001264
-1.188762,0.001282
-1.188395,0.001310
-1.188029,0.001344
-1.187662,0.001382
-1.187295,0.001425
-1.186929,0.001472
-1.186562,0.001521
-1.186195,0.001567
-1.185828,0.001605
-1.185462,0.001629
-1.185095,0.001636
-1.184728,0.001628
-1.184362,0.001610
-1.183995,0.001586
-1.183628,0.001559
-1.183262,0.001532
-1.182895,0.001508
-1.182528,0.001488
-1.182162,0.001471
-1.181795,0.001454
-1.181428,0.001434
-1.181062,0.001414
-1.180695,0.001403
-1.180328,0.001415
-1.179962,0.001459
-1.179595,0.001540
-1.179228,0.001650
-1.178862,0.001771
-1.178495,0.001883
-1.178128,0.001972
-1.177762,0.002034
-1.177395,0.002072
-1.177028,0.002094
-1.176662,0.002103
-1.176295,0.002104
-1.175928,0.002103
-1.175561,0.002107
-1.175195,0.002125
-1.174828,0.002164
-1.174461,0.002224
-1.174095,0.002303
-1.173728,0.002398
-1.173361,0.002503
-1.172995,0.002609
-1.172628,0.002700
-1.172261,0.002762
-1.171895,0.002784
-1.171528,0.002766
-1.171161,0.002717
-1.170795,0.002651
-1.170428,0.002578
-1.170061,0.002505
-1.169695,0.002432
-1.169328,0.002357
-1.168961,0.002283
-1.168595,0.002215
-1.168228,0.002157
-1.167861,0.002102
-1.167495,0.002040
-1.167128,0.001956
-1.166761,0.001841
-1.166395,0.001697
-1.166028,0.001537
-1.165661,0.001375
-1.165294,0.001228
-1.164928,0.001104
-1.164561,0.001009
-1.164194,0.000940
-1.163828,0.000892
-1.163461,0.000860
-1.163094,0.000838
-1.162728,0.000821
-1.162361,0.000803
-1.161994,0.000778
-1.161628,0.000744
-1.161261,0.000702
-1.160894,0.000660
-1.160528,0.000629
-1.160161,0.000620
-1.159794,0.000637
-1.159428,0.000676
-1.159061,0.000730
-1.158694,0.000793
-1.158328,0.000863
-1.157961,0.000947
-1.157594,0.001058
-1.157228,0.001209
-1.156861,0.001409
-1.156494,0.001661
-1.156128,0.001957
-1.155761,0.002279
-1.155394,0.002603
-1.155027,0.002902
-1.154661,0.003155
-1.154294,0.003346
-1.153927,0.003469
-1.153561,0.003525
-1.153194,0.003526
-1.152827,0.003489
-1.152461,0.003438
-1.152094,0.003392
-1.151727,0.003362
-1.151361,0.003350
-1.150994,0.003347
-1.150627,0.003343
-1.150261,0.003329
-1.149894,0.003301
-1.149527,0.003263
-1.149161,0.003221
-1.148794,0.003183
-1.148427,0.003154
-1.148061,0.003131
-1.147694,0.003107
-1.147327,0.003071
-1.146961,0.003019
-1.146594,0.002948
-1.146227,0.002862
-1.145861,0.002769
-1.145494,0.002677
-1.145127,0.002592
-1.144760,0.002521
-1.144394,0.002465
-1.144027,0.002427
-1.143660,0.002406
-1.143294,0.002404
-1.142927,0.002419
-1.142560,0.002444
-1.142194,0.002471
-1.141827,0.002492
-1.141460,0.002505
-1.141094,0.002510
-1.140727,0.002508
-1.140360,0.002496
-1.139994,0.002472
-1.139627,0.002435
-1.139260,0.002389
-1.138894,0.002341
